location,temp_c,humidity,pressure_mb,windspeed_kph,pm2_5,pm10,co,no2,hour,day,month,day_of_week,aqi_index
IGI Airport,30.0,26,985.7,9.5,155.1,1169.7,986,22.4,8,4,8,0,672
IGI Airport,32.8,21,986.5,10.9,170.9,1408.2,876,18.5,9,4,8,0,700
IGI Airport,35.3,18,986.6,10.8,187.2,1620.5,672,11.9,10,4,8,0,734
IGI Airport,37.4,15,986.4,11.1,181.6,1628.0,507,6.7,11,4,8,0,765
IGI Airport,38.8,14,985.6,9.8,162.1,1493.8,430,4.4,12,4,8,0,787
IGI Airport,39.7,13,984.5,7.3,141.1,1333.7,391,3.6,13,4,8,0,799
IGI Airport,40.2,12,983.0,6.0,129.5,1225.6,375,4.0,14,4,8,0,806
IGI Airport,40.2,12,982.0,5.9,124.3,1173.5,378,5.8,15,4,8,0,814
IGI Airport,39.9,12,981.6,6.0,123.4,1151.1,404,8.9,16,4,8,0,827
IGI Airport,39.2,13,981.3,5.6,106.9,949.9,447,14.2,17,4,8,0,847
IGI Airport,36.8,15,981.6,3.8,142.5,1207.0,518,20.1,18,4,8,0,859
IGI Airport,35.2,24,981.9,0.8,170.4,1408.2,605,28.1,19,4,8,0,885
IGI Airport,33.5,22,982.6,3.3,175.6,1397.0,675,33.2,20,4,8,0,906
IGI Airport,33.0,20,983.0,5.4,171.8,1322.5,720,32.9,21,4,8,0,920
IGI Airport,32.0,23,983.0,4.5,171.4,1289.0,747,29.6,22,4,8,0,930
IGI Airport,30.8,26,982.9,4.4,156.9,1117.6,739,26.0,23,4,8,0,943
Anand Vihar,29.0,30,986.1,5.1,81.0,346.5,640,27.6,0,4,9,3,174
Anand Vihar,28.0,33,985.9,4.8,82.4,355.8,555,23.9,1,4,9,3,178
Anand Vihar,27.1,36,985.3,4.5,83.6,355.8,497,21.2,2,4,9,3,182
Anand Vihar,26.6,35,985.5,5.6,83.4,342.7,463,19.8,3,4,9,3,185
Anand Vihar,25.9,37,985.6,5.8,81.5,315.7,455,19.4,4,4,9,3,188
Anand Vihar,25.4,38,986.0,6.2,81.0,266.4,490,19.3,5,4,9,3,190
Anand Vihar,26.4,50,986.6,5.1,81.5,280.3,616,22.8,6,4,9,3,189
Anand Vihar,27.6,47,987.1,6.3,82.9,247.7,786,27.3,7,4,9,3,189
Anand Vihar,30.0,40,987.5,6.6,83.1,257.0,874,28.8,8,4,9,3,188
Anand Vihar,32.7,34,987.9,7.1,83.8,283.1,803,24.5,9,4,9,3,187
Anand Vihar,35.2,29,987.7,7.4,86.4,314.8,651,17.1,10,4,9,3,186
Anand Vihar,37.3,24,986.9,7.3,84.5,352.0,529,11.1,11,4,9,3,185
Anand Vihar,38.9,19,985.8,5.2,78.5,380.0,477,7.8,12,4,9,3,183
Anand Vihar,39.7,17,984.3,2.1,71.2,380.9,454,5.9,13,4,9,3,182
Anand Vihar,40.2,16,982.9,1.8,66.8,361.4,452,5.7,14,4,9,3,181
Anand Vihar,40.3,16,982.0,6.1,64.7,345.5,471,7.6,15,4,9,3,182
Anand Vihar,39.3,16,981.4,7.8,63.8,327.8,509,11.1,16,4,9,3,202
Anand Vihar,37.1,20,981.8,17.4,50.2,275.7,555,12.8,17,4,9,3,208
Anand Vihar,37.5,16,980.8,9.4,51.3,242.1,600,18.3,18,4,9,3,210
Anand Vihar,34.9,23,981.5,5.6,55.5,227.2,653,26.0,19,4,9,3,206
Anand Vihar,33.4,36,982.1,1.7,58.6,174.6,721,33.1,20,4,9,3,196
Anand Vihar,32.5,37,982.5,1.9,63.3,132.2,835,39.4,21,4,9,3,175
Anand Vihar,31.7,38,982.4,3.1,68.9,120.1,964,45.1,22,4,9,3,172
Anand Vihar,30.7,31,982.5,6.0,71.9,127.1,1027,48.3,23,4,9,3,169
Connaught Place,30.0,27,984.8,5.8,81.0,346.5,674,27.6,0,4,9,3,174
Connaught Place,28.8,29,984.4,5.2,82.4,355.8,576,23.9,1,4,9,3,178
Connaught Place,28.1,30,983.8,5.3,83.6,355.8,504,21.2,2,4,9,3,182
Connaught Place,27.5,32,983.9,5.8,83.4,342.7,463,19.8,3,4,9,3,185
Connaught Place,26.9,33,984.2,6.2,81.5,315.7,448,19.4,4,4,9,3,188
Connaught Place,26.4,35,984.5,6.9,81.0,266.4,476,19.3,5,4,9,3,190
Connaught Place,27.4,45,985.2,5.6,81.5,280.3,593,22.8,6,4,9,3,189
Connaught Place,28.7,42,985.6,6.6,82.9,247.7,754,27.3,7,4,9,3,189
Connaught Place,30.7,37,986.0,7.7,83.1,257.0,841,28.8,8,4,9,3,188
Connaught Place,33.2,32,986.5,8.3,83.8,283.1,785,24.5,9,4,9,3,187
Connaught Place,35.7,27,986.3,8.3,86.4,314.8,656,17.1,10,4,9,3,186
Connaught Place,37.8,23,985.6,7.7,84.5,352.0,546,11.1,11,4,9,3,185
Connaught Place,39.4,18,984.4,5.6,78.5,380.0,489,7.8,12,4,9,3,183
Connaught Place,40.2,16,982.9,2.9,71.2,380.9,452,5.9,13,4,9,3,182
Connaught Place,41.0,14,981.5,1.4,66.8,361.4,430,5.7,14,4,9,3,181
Connaught Place,40.7,14,980.6,8.3,64.7,345.5,421,7.6,15,4,9,3,182
Connaught Place,39.8,14,980.1,9.6,63.8,327.8,428,11.1,16,4,9,3,202
Connaught Place,37.7,18,980.5,15.7,50.2,275.7,454,12.8,17,4,9,3,208
Connaught Place,38.2,14,979.4,7.7,51.3,242.1,498,18.3,18,4,9,3,210
Connaught Place,35.8,21,980.2,6.4,55.5,227.2,560,26.0,19,4,9,3,206
Connaught Place,34.0,27,980.7,1.2,58.6,174.6,645,33.1,20,4,9,3,196
Connaught Place,33.0,27,981.1,3.7,63.3,132.2,790,39.4,21,4,9,3,175
Connaught Place,32.4,29,981.1,3.5,68.9,120.1,959,45.1,22,4,9,3,172
Connaught Place,31.6,27,981.1,5.2,71.9,127.1,1041,48.3,23,4,9,3,169
Dwarka,30.1,25,985.3,6.6,138.8,927.6,626,22.3,0,4,9,3,955
Dwarka,29.1,26,985.0,6.5,126.7,797.2,551,18.3,1,4,9,3,967
Dwarka,28.5,28,984.4,7.7,115.7,676.1,490,15.3,2,4,9,3,979
Dwarka,28.1,30,984.4,7.7,105.0,555.1,452,13.7,3,4,9,3,988
Dwarka,27.5,32,984.7,7.9,98.0,478.7,429,13.1,4,4,9,3,992
Dwarka,26.8,34,985.1,9.1,102.7,508.5,440,15.5,5,4,9,3,995
Dwarka,27.9,42,985.7,8.1,97.8,467.5,519,19.3,6,4,9,3,994
Dwarka,29.0,39,986.1,8.5,96.4,384.6,633,24.3,7,4,9,3,990
Dwarka,31.1,35,986.6,8.7,107.8,516.0,695,25.9,8,4,9,3,965
Dwarka,33.7,31,987.0,9.4,117.3,704.1,659,20.9,9,4,9,3,938
Dwarka,36.0,27,986.8,9.6,132.2,927.6,571,12.6,10,4,9,3,909
Dwarka,38.1,21,986.0,9.2,145.8,1180.9,490,6.2,11,4,9,3,880
Dwarka,39.5,17,984.9,6.5,144.4,1277.8,430,3.5,12,4,9,3,861
Dwarka,40.3,15,983.5,4.0,131.3,1188.4,376,2.7,13,4,9,3,852
Dwarka,40.8,14,981.9,3.6,115.7,1020.7,338,3.9,14,4,9,3,846
Dwarka,40.5,13,981.2,12.0,93.4,763.7,314,6.4,15,4,9,3,838
Dwarka,39.4,13,980.8,13.8,77.8,597.9,308,10.8,16,4,9,3,821
Dwarka,38.5,15,981.0,14.8,72.2,545.8,336,12.3,17,4,9,3,798
Dwarka,37.3,14,980.0,10.0,134.1,1195.8,417,19.3,18,4,9,3,781
Dwarka,35.7,17,980.8,10.0,149.9,1233.1,533,29.2,19,4,9,3,780
Dwarka,34.0,24,981.2,5.0,114.3,739.5,652,37.9,20,4,9,3,773
Dwarka,32.6,30,981.6,4.2,96.2,459.1,787,45.2,21,4,9,3,746
Dwarka,31.9,30,981.8,4.6,95.2,386.5,926,51.3,22,4,9,3,710
Dwarka,31.5,27,981.6,6.2,98.0,380.0,998,53.5,23,4,9,3,672
Okhla Phase III,27.6,42,983.5,3.2,138.8,927.6,588,22.3,0,4,9,3,955
Okhla Phase III,26.7,42,983.1,4.6,126.7,797.2,517,18.3,1,4,9,3,967
Okhla Phase III,26.2,40,982.5,5.6,115.7,676.1,476,15.3,2,4,9,3,979
Okhla Phase III,25.5,44,982.5,4.8,105.0,555.1,444,13.7,3,4,9,3,988
Okhla Phase III,24.5,45,982.9,5.4,98.0,478.7,443,13.1,4,4,9,3,992
Okhla Phase III,23.9,46,983.2,5.3,102.7,508.5,473,15.5,5,4,9,3,995
Okhla Phase III,25.4,55,983.8,4.8,97.8,467.5,566,19.3,6,4,9,3,994
Okhla Phase III,26.9,50,984.3,6.9,96.4,384.6,691,24.3,7,4,9,3,990
Okhla Phase III,29.5,43,984.8,6.2,107.8,516.0,755,25.9,8,4,9,3,965
Okhla Phase III,32.2,36,985.2,7.0,117.3,704.1,699,20.9,9,4,9,3,938
Okhla Phase III,34.7,31,985.0,7.7,132.2,927.6,582,12.6,10,4,9,3,909
Okhla Phase III,36.8,26,984.3,7.8,145.8,1180.9,486,6.2,11,4,9,3,880
Okhla Phase III,38.3,21,983.0,5.8,144.4,1277.8,437,3.5,12,4,9,3,861
Okhla Phase III,39.2,19,981.6,3.1,131.3,1188.4,409,2.7,13,4,9,3,852
Okhla Phase III,39.6,17,980.2,4.1,115.7,1020.7,406,3.9,14,4,9,3,846
Okhla Phase III,39.4,17,979.5,5.3,93.4,763.7,434,6.4,15,4,9,3,838
Okhla Phase III,38.2,18,979.0,11.2,77.8,597.9,488,10.8,16,4,9,3,821
Okhla Phase III,37.6,21,978.8,4.2,72.2,545.8,554,12.3,17,4,9,3,798
Okhla Phase III,35.1,37,977.8,2.8,134.1,1195.8,635,19.3,18,4,9,3,781
Okhla Phase III,33.8,26,978.6,9.5,149.9,1233.1,728,29.2,19,4,9,3,780
Okhla Phase III,32.0,33,979.2,6.4,114.3,739.5,812,37.9,20,4,9,3,773
Okhla Phase III,31.0,35,979.6,6.3,96.2,459.1,896,45.2,21,4,9,3,746
Okhla Phase III,30.2,42,979.9,3.0,95.2,386.5,971,51.3,22,4,9,3,710
Okhla Phase III,28.9,37,979.9,6.8,98.0,380.0,986,53.5,23,4,9,3,672
Rohini,29.4,28,984.2,7.7,81.0,346.5,602,27.6,0,4,9,3,174
Rohini,28.9,28,983.9,5.5,82.4,355.8,559,23.9,1,4,9,3,178
Rohini,28.1,29,983.4,5.0,83.6,355.8,525,21.2,2,4,9,3,182
Rohini,28.0,29,983.4,7.4,83.4,342.7,496,19.8,3,4,9,3,185
Rohini,27.4,31,983.7,8.6,81.5,315.7,477,19.4,4,4,9,3,188
Rohini,26.8,33,984.0,8.7,81.0,266.4,492,19.3,5,4,9,3,190
Rohini,27.6,43,984.7,7.3,81.5,280.3,579,22.8,6,4,9,3,189
Rohini,29.0,41,985.1,8.0,82.9,247.7,700,27.3,7,4,9,3,189
Rohini,31.4,35,985.5,8.1,83.1,257.0,770,28.8,8,4,9,3,188
Rohini,33.8,30,985.9,9.2,83.8,283.1,744,24.5,9,4,9,3,187
Rohini,36.2,26,985.8,8.8,86.4,314.8,667,17.1,10,4,9,3,186
Rohini,38.2,21,985.1,8.2,84.5,352.0,590,11.1,11,4,9,3,185
Rohini,39.8,17,983.8,5.8,78.5,380.0,524,7.8,12,4,9,3,183
Rohini,40.5,15,982.4,3.1,71.2,380.9,459,5.9,13,4,9,3,182
Rohini,40.5,14,981.1,7.8,66.8,361.4,410,5.7,14,4,9,3,181
Rohini,40.0,13,980.3,11.2,64.7,345.5,379,7.6,15,4,9,3,182
Rohini,39.3,14,979.9,10.4,63.8,327.8,365,11.1,16,4,9,3,202
Rohini,36.6,22,980.4,19.7,50.2,275.7,384,12.8,17,4,9,3,208
Rohini,36.8,16,979.1,6.9,51.3,242.1,453,18.3,18,4,9,3,210
Rohini,34.7,21,979.7,7.3,55.5,227.2,555,26.0,19,4,9,3,206
Rohini,32.9,26,980.1,3.6,58.6,174.6,656,33.1,20,4,9,3,196
Rohini,32.2,26,980.5,4.8,63.3,132.2,760,39.4,21,4,9,3,175
Rohini,31.2,27,980.6,4.9,68.9,120.1,865,45.1,22,4,9,3,172
Rohini,30.8,29,980.5,4.8,71.9,127.1,924,48.3,23,4,9,3,169
IGI Airport,30.1,25,982.8,6.6,138.8,927.6,673,22.3,0,4,9,3,955
IGI Airport,29.1,26,982.4,6.5,126.7,797.2,573,18.3,1,4,9,3,967
IGI Airport,28.5,28,981.9,7.7,115.7,676.1,495,15.3,2,4,9,3,979
IGI Airport,28.1,30,981.8,7.7,105.0,555.1,454,13.7,3,4,9,3,988
IGI Airport,27.5,32,982.2,7.9,98.0,478.7,435,13.1,4,4,9,3,992
IGI Airport,26.8,34,982.5,9.1,102.7,508.5,456,15.5,5,4,9,3,995
IGI Airport,27.9,42,983.2,8.1,97.8,467.5,556,19.3,6,4,9,3,994
IGI Airport,29.0,39,983.6,8.5,96.4,384.6,696,24.3,7,4,9,3,990
IGI Airport,31.1,35,984.0,8.7,107.8,516.0,774,25.9,8,4,9,3,965
IGI Airport,33.7,31,984.5,9.4,117.3,704.1,731,20.9,9,4,9,3,938
IGI Airport,36.0,27,984.3,9.6,132.2,927.6,625,12.6,10,4,9,3,909
IGI Airport,38.1,21,983.6,9.2,145.8,1180.9,532,6.2,11,4,9,3,880
IGI Airport,39.5,17,982.4,6.5,144.4,1277.8,475,3.5,12,4,9,3,861
IGI Airport,40.3,15,981.0,4.0,131.3,1188.4,430,2.7,13,4,9,3,852
IGI Airport,40.8,14,979.5,3.6,115.7,1020.7,397,3.9,14,4,9,3,846
IGI Airport,40.5,13,978.8,12.0,93.4,763.7,371,6.4,15,4,9,3,838
IGI Airport,39.4,13,978.3,13.8,77.8,597.9,358,10.8,16,4,9,3,821
IGI Airport,38.5,15,978.5,14.8,72.2,545.8,373,12.3,17,4,9,3,798
IGI Airport,37.3,14,977.5,10.0,134.1,1195.8,423,19.3,18,4,9,3,781
IGI Airport,35.7,17,978.3,10.0,149.9,1233.1,501,29.2,19,4,9,3,780
IGI Airport,34.0,24,978.7,5.0,114.3,739.5,603,37.9,20,4,9,3,773
IGI Airport,32.6,30,979.1,4.2,96.2,459.1,765,45.2,21,4,9,3,746
IGI Airport,31.9,30,979.2,4.6,95.2,386.5,949,51.3,22,4,9,3,710
IGI Airport,31.5,27,979.1,6.2,98.0,380.0,1042,53.5,23,4,9,3,672
Anand Vihar,28.8,44,982.3,3.5,71.5,122.9,956,47.2,0,4,10,5,164
Anand Vihar,28.5,45,981.8,1.8,72.6,110.6,818,43.5,1,4,10,5,160
Anand Vihar,28.0,48,981.1,0.8,75.0,112.0,741,40.7,2,4,10,5,159
Anand Vihar,26.9,46,980.6,4.5,75.9,116.6,790,40.2,3,4,10,5,159
Anand Vihar,26.8,49,980.8,1.2,76.4,119.2,900,40.6,4,4,10,5,159
Anand Vihar,25.5,49,981.0,4.1,115.0,562.5,995,10.2,5,4,10,5,158
Anand Vihar,26.0,50,981.6,7.6,120.6,564.4,1069,13.7,6,4,10,5,159
Anand Vihar,26.9,49,982.0,5.5,121.5,555.1,1128,18.4,7,4,10,5,160
Anand Vihar,28.0,47,982.5,6.8,112.5,547.6,1119,20.9,8,4,10,5,161
Anand Vihar,30.5,41,982.8,4.8,103.6,534.6,994,19.1,9,4,10,5,165
Anand Vihar,33.8,33,982.8,4.3,99.0,517.8,802,15.0,10,4,10,5,171
Anand Vihar,36.3,25,982.1,2.9,98.0,519.7,629,11.5,11,4,10,5,175
Anand Vihar,38.0,21,981.0,2.7,99.7,542.0,493,9.4,12,4,10,5,178
Anand Vihar,39.2,18,979.4,3.3,98.0,543.9,376,8.0,13,4,10,5,182
Anand Vihar,37.4,18,978.9,9.0,98.7,564.4,320,7.6,14,4,10,5,185
Anand Vihar,37.5,17,978.1,8.5,94.1,536.4,356,9.0,15,4,10,5,189
Anand Vihar,28.4,52,980.4,19.9,75.7,372.5,452,11.4,16,4,10,5,194
Anand Vihar,30.0,42,979.0,7.2,86.8,696.6,553,10.4,17,4,10,5,204
Anand Vihar,34.4,23,977.7,5.2,89.2,646.3,655,10.6,18,4,10,5,208
Anand Vihar,33.2,34,978.4,3.6,96.2,679.9,763,10.8,19,4,10,5,233
Anand Vihar,32.2,30,978.5,3.3,93.8,584.9,831,11.3,20,4,10,5,259
Anand Vihar,31.5,27,977.9,7.4,102.7,568.1,836,12.1,21,4,10,5,284
Anand Vihar,29.9,37,978.7,12.6,113.4,599.8,801,13.2,22,4,10,5,309
Anand Vihar,28.5,48,979.0,10.0,126.2,681.7,760,13.9,23,4,10,5,334
Connaught Place,30.5,30,981.1,5.0,71.5,122.9,947,47.2,0,4,10,5,164
Connaught Place,29.8,36,980.5,1.1,72.6,110.6,768,43.5,1,4,10,5,160
Connaught Place,29.2,44,979.7,0.4,75.0,112.0,666,40.7,2,4,10,5,159
Connaught Place,28.2,36,979.4,4.3,75.9,116.6,726,40.2,3,4,10,5,159
Connaught Place,27.7,39,979.4,1.4,76.4,119.2,864,40.6,4,4,10,5,159
Connaught Place,27.0,41,979.6,2.6,115.0,562.5,989,10.2,5,4,10,5,158
Connaught Place,27.4,45,980.3,9.0,120.6,564.4,1096,13.7,6,4,10,5,159
Connaught Place,27.8,45,980.5,4.8,121.5,555.1,1191,18.4,7,4,10,5,160
Connaught Place,29.2,42,981.1,7.3,112.5,547.6,1196,20.9,8,4,10,5,161
Connaught Place,31.6,36,981.4,5.3,103.6,534.6,1045,19.1,9,4,10,5,165
Connaught Place,34.8,28,981.3,4.5,99.0,517.8,804,15.0,10,4,10,5,171
Connaught Place,37.2,22,980.7,2.5,98.0,519.7,601,11.5,11,4,10,5,175
Connaught Place,38.8,18,979.7,3.6,99.7,542.0,472,9.4,12,4,10,5,178
Connaught Place,38.8,17,978.1,11.4,98.0,543.9,380,8.0,13,4,10,5,182
Connaught Place,36.8,18,977.7,12.4,98.7,564.4,341,7.6,14,4,10,5,185
Connaught Place,37.5,17,976.9,8.7,94.1,536.4,370,9.0,15,4,10,5,189
Connaught Place,28.0,52,979.1,13.2,75.7,372.5,452,11.4,16,4,10,5,194
Connaught Place,30.5,41,977.5,6.5,86.8,696.6,551,10.4,17,4,10,5,204
Connaught Place,34.7,21,976.7,7.2,89.2,646.3,681,10.6,18,4,10,5,208
Connaught Place,33.5,27,976.8,1.3,96.2,679.9,830,10.8,19,4,10,5,233
Connaught Place,32.7,27,976.9,3.4,93.8,584.9,921,11.3,20,4,10,5,259
Connaught Place,32.5,24,976.5,7.2,102.7,568.1,911,12.1,21,4,10,5,284
Connaught Place,31.1,29,977.2,12.2,113.4,599.8,844,13.2,22,4,10,5,309
Connaught Place,29.2,43,977.5,11.6,126.2,681.7,779,13.9,23,4,10,5,334
Dwarka,30.4,30,981.6,6.1,99.2,456.3,934,48.9,0,4,10,5,641
Dwarka,29.0,39,981.1,1.1,86.1,321.3,803,40.4,1,4,10,5,622
Dwarka,28.5,44,980.4,0.3,80.1,257.0,745,33.7,2,4,10,5,602
Dwarka,26.6,41,980.0,4.8,78.0,224.0,847,31.3,3,4,10,5,584
Dwarka,26.1,50,979.8,0.7,77.3,204.0,1021,30.7,4,4,10,5,571
Dwarka,25.5,48,980.0,1.2,271.0,2026.6,1144,11.4,5,4,10,5,559
Dwarka,27.4,45,980.8,9.1,220.3,1382.1,1178,16.0,6,4,10,5,622
Dwarka,28.1,44,981.2,6.3,267.3,1795.6,1161,22.2,7,4,10,5,661
Dwarka,29.9,40,981.5,6.2,281.3,2220.3,1085,25.0,8,4,10,5,719
Dwarka,32.8,33,982.0,5.4,253.3,2071.3,907,21.4,9,4,10,5,790
Dwarka,35.7,26,981.9,4.5,212.3,1698.7,670,14.4,10,4,10,5,847
Dwarka,37.8,21,981.2,4.6,192.3,1542.3,488,8.9,11,4,10,5,879
Dwarka,38.8,18,980.2,7.9,182.5,1501.3,410,6.3,12,4,10,5,894
Dwarka,37.0,20,979.3,11.4,151.8,1158.6,387,5.1,13,4,10,5,904
Dwarka,36.8,19,978.3,7.4,156.9,1259.1,387,5.5,14,4,10,5,903
Dwarka,37.5,18,977.4,6.5,154.6,1255.4,401,7.8,15,4,10,5,912
Dwarka,26.7,61,979.9,16.2,140.6,1139.9,438,11.6,16,4,10,5,933
Dwarka,29.2,51,977.9,7.2,146.2,1482.7,494,13.0,17,4,10,5,956
Dwarka,33.5,25,977.6,8.0,170.0,1549.7,584,15.3,18,4,10,5,995
Dwarka,32.8,27,977.5,6.1,234.7,2026.6,693,18.4,19,4,10,5,1009
Dwarka,32.2,26,977.3,8.9,322.2,2801.4,771,19.8,20,4,10,5,1042
Dwarka,32.2,23,976.9,8.3,429.3,622.1,792,17.7,21,4,10,5,1128
Dwarka,31.3,24,977.7,9.2,443.3,3129.2,781,13.9,22,4,10,5,1135
Dwarka,29.4,39,978.0,12.7,367.9,3024.9,765,11.0,23,4,10,5,1249
Okhla Phase III,28.1,46,979.4,3.5,99.2,456.3,879,48.9,0,4,10,5,641
Okhla Phase III,27.3,49,978.9,2.5,86.1,321.3,711,40.4,1,4,10,5,622
Okhla Phase III,26.5,51,978.5,3.0,80.1,257.0,616,33.7,2,4,10,5,602
Okhla Phase III,25.6,55,977.9,2.6,78.0,224.0,673,31.3,3,4,10,5,584
Okhla Phase III,24.9,58,977.9,2.2,77.3,204.0,804,30.7,4,4,10,5,571
Okhla Phase III,24.5,59,978.0,1.2,271.0,2026.6,905,11.4,5,4,10,5,559
Okhla Phase III,25.1,55,978.9,6.5,220.3,1382.1,951,16.0,6,4,10,5,622
Okhla Phase III,26.2,54,979.3,6.4,267.3,1795.6,967,22.2,7,4,10,5,661
Okhla Phase III,27.9,49,979.7,5.9,281.3,2220.3,933,25.0,8,4,10,5,719
Okhla Phase III,30.5,43,980.1,3.5,253.3,2071.3,815,21.4,9,4,10,5,790
Okhla Phase III,34.0,34,980.1,4.5,212.3,1698.7,647,14.4,10,4,10,5,847
Okhla Phase III,36.2,26,979.4,4.3,192.3,1542.3,501,8.9,11,4,10,5,879
Okhla Phase III,37.5,23,978.4,5.5,182.5,1501.3,389,6.3,12,4,10,5,894
Okhla Phase III,36.5,21,977.5,10.1,151.8,1158.6,300,5.1,13,4,10,5,904
Okhla Phase III,37.3,17,976.1,12.8,156.9,1259.1,275,5.5,14,4,10,5,903
Okhla Phase III,36.2,20,975.5,11.4,154.6,1255.4,346,7.8,15,4,10,5,912
Okhla Phase III,33.3,28,976.9,27.1,140.6,1139.9,481,11.6,16,4,10,5,933
Okhla Phase III,29.7,44,976.3,6.2,146.2,1482.7,624,13.0,17,4,10,5,956
Okhla Phase III,32.3,33,974.9,6.3,170.0,1549.7,789,15.3,18,4,10,5,995
Okhla Phase III,32.1,28,975.9,12.9,234.7,2026.6,961,18.4,19,4,10,5,1009
Okhla Phase III,30.1,42,975.6,4.8,322.2,2801.4,1048,19.8,20,4,10,5,1042
Okhla Phase III,29.3,38,975.1,6.3,429.3,622.1,977,17.7,21,4,10,5,1128
Okhla Phase III,28.2,42,976.0,11.5,443.3,3129.2,820,13.9,22,4,10,5,1135
Okhla Phase III,27.0,53,976.4,9.5,367.9,3024.9,695,11.0,23,4,10,5,1249
Rohini,30.0,31,980.5,2.8,71.5,122.9,891,47.2,0,4,10,5,164
Rohini,29.0,33,980.1,0.7,72.6,110.6,813,43.5,1,4,10,5,160
Rohini,28.4,36,979.2,1.2,75.0,112.0,791,40.7,2,4,10,5,159
Rohini,26.9,36,978.8,4.8,75.9,116.6,892,40.2,3,4,10,5,159
Rohini,25.6,43,978.8,2.1,76.4,119.2,1049,40.6,4,4,10,5,159
Rohini,24.9,42,978.9,2.8,115.0,562.5,1155,10.2,5,4,10,5,158
Rohini,27.2,45,979.7,10.4,120.6,564.4,1168,13.7,6,4,10,5,159
Rohini,28.0,43,980.1,5.6,121.5,555.1,1130,18.4,7,4,10,5,160
Rohini,30.2,38,980.5,6.5,112.5,547.6,1061,20.9,8,4,10,5,161
Rohini,32.5,33,980.9,6.4,103.6,534.6,954,19.1,9,4,10,5,165
Rohini,35.3,27,980.8,4.3,99.0,517.8,815,15.0,10,4,10,5,171
Rohini,37.5,21,980.2,3.9,98.0,519.7,686,11.5,11,4,10,5,175
Rohini,38.8,18,979.3,5.8,99.7,542.0,570,9.4,12,4,10,5,178
Rohini,39.3,16,977.7,5.8,98.0,543.9,463,8.0,13,4,10,5,182
Rohini,36.3,20,977.3,9.7,98.7,564.4,400,7.6,14,4,10,5,185
Rohini,37.8,17,976.7,11.3,94.1,536.4,400,9.0,15,4,10,5,189
Rohini,30.5,44,978.1,11.5,75.7,372.5,444,11.4,16,4,10,5,194
Rohini,31.1,40,976.8,9.4,86.8,696.6,503,10.4,17,4,10,5,204
Rohini,33.5,28,976.3,9.0,89.2,646.3,585,10.6,18,4,10,5,208
Rohini,33.1,26,976.2,8.8,96.2,679.9,682,10.8,19,4,10,5,233
Rohini,32.1,31,976.3,1.2,93.8,584.9,747,11.3,20,4,10,5,259
Rohini,31.6,27,975.7,15.2,102.7,568.1,754,12.1,21,4,10,5,284
Rohini,31.0,29,976.7,9.4,113.4,599.8,730,13.2,22,4,10,5,309
Rohini,30.0,36,976.8,12.5,126.2,681.7,704,13.9,23,4,10,5,334
IGI Airport,30.4,30,979.1,6.1,99.2,456.3,943,48.9,0,4,10,5,641
IGI Airport,29.0,39,978.6,1.1,86.1,321.3,752,40.4,1,4,10,5,622
IGI Airport,28.5,44,977.9,0.3,80.1,257.0,650,33.7,2,4,10,5,602
IGI Airport,26.6,41,977.4,4.8,78.0,224.0,737,31.3,3,4,10,5,584
IGI Airport,26.1,50,977.3,0.7,77.3,204.0,913,30.7,4,4,10,5,571
IGI Airport,25.5,48,977.4,1.2,271.0,2026.6,1056,11.4,5,4,10,5,559
IGI Airport,27.4,45,978.3,9.1,220.3,1382.1,1144,16.0,6,4,10,5,622
IGI Airport,28.1,44,978.6,6.3,267.3,1795.6,1199,22.2,7,4,10,5,661
IGI Airport,29.9,40,979.0,6.2,281.3,2220.3,1173,25.0,8,4,10,5,719
IGI Airport,32.8,33,979.5,5.4,253.3,2071.3,1004,21.4,9,4,10,5,790
IGI Airport,35.7,26,979.5,4.5,212.3,1698.7,754,14.4,10,4,10,5,847
IGI Airport,37.8,21,978.8,4.6,192.3,1542.3,553,8.9,11,4,10,5,879
IGI Airport,38.8,18,977.8,7.9,182.5,1501.3,449,6.3,12,4,10,5,894
IGI Airport,37.0,20,976.8,11.4,151.8,1158.6,394,5.1,13,4,10,5,904
IGI Airport,36.8,19,975.8,7.4,156.9,1259.1,378,5.5,14,4,10,5,903
IGI Airport,37.5,18,974.9,6.5,154.6,1255.4,409,7.8,15,4,10,5,912
IGI Airport,26.7,61,977.3,16.2,140.6,1139.9,478,11.6,16,4,10,5,933
IGI Airport,29.2,51,975.4,7.2,146.2,1482.7,551,13.0,17,4,10,5,956
IGI Airport,33.5,25,975.1,8.0,170.0,1549.7,626,15.3,18,4,10,5,995
IGI Airport,32.8,27,975.0,6.1,234.7,2026.6,705,18.4,19,4,10,5,1009
IGI Airport,32.2,26,974.8,8.9,322.2,2801.4,761,19.8,20,4,10,5,1042
IGI Airport,32.2,23,974.4,8.3,429.3,622.1,780,17.7,21,4,10,5,1128
IGI Airport,31.3,24,975.2,9.2,443.3,3129.2,774,13.9,22,4,10,5,1135
IGI Airport,29.4,39,975.5,12.7,367.9,3024.9,757,11.0,23,4,10,5,1249
Anand Vihar,27.7,51,978.8,10.1,135.5,745.1,717,14.0,0,4,11,1,362
Anand Vihar,27.1,53,978.5,8.2,140.2,756.2,666,13.8,1,4,11,1,395
